,Date,Close,High,Low,Open,Volume
2730,2021-05-04,224.5333404541016,227.8166656494141,219.23333740234372,226.31333923339844,89217900
2731,2021-05-05,223.64666748046875,228.43333435058597,222.44667053222656,227.0200042724609,65705700
2732,2021-05-06,221.17999267578125,227.0066680908203,216.6666717529297,226.9199981689453,83353800
2733,2021-05-07,224.1233367919922,230.0,220.0733337402344,221.93333435058597,70407600
2734,2021-05-10,209.67999267578125,221.68333435058597,209.20333862304688,221.63333129882807,94177200
2735,2021-05-11,205.73333740234372,209.0333404541016,198.5333404541016,199.7466735839844,139511700
2736,2021-05-12,196.6300048828125,206.80332946777344,195.58999633789065,200.8300018310547,101470800
2737,2021-05-13,190.56333923339844,202.15333557128903,186.5500030517578,200.51333618164065,132554700
2738,2021-05-14,196.5800018310547,197.6233367919922,190.15333557128903,194.47000122070312,100112700
2739,2021-05-17,192.27667236328125,196.57666015625,187.0666656494141,191.8500061035156,97171200
2740,2021-05-18,192.6233367919922,198.75,187.7933349609375,189.3333282470703,110491800
2741,2021-05-19,187.82000732421875,188.73666381835935,182.32666015625,184.18333435058597,118735200
2742,2021-05-20,195.5933380126953,196.2833404541016,190.35667419433597,191.6666717529297,92463300
2743,2021-05-21,193.6266632080078,198.8933258056641,193.3333282470703,198.70333862304688,78091800
2744,2021-05-24,202.14666748046875,204.82666015625,191.21665954589844,193.86666870117188,103674300
2745,2021-05-25,201.56333923339844,204.663330078125,198.57000732421875,202.4366607666016,84017700
2746,2021-05-26,206.3766632080078,208.72332763671875,200.5,202.5200042724609,85917900
2747,2021-05-27,210.2833404541016,210.3766632080078,205.40333557128903,206.7466735839844,79111800
2748,2021-05-28,208.4066619873047,211.8633270263672,207.4600067138672,209.5,68211000
2749,2021-06-01,207.96665954589844,211.26666259765625,206.8500061035156,209.26666259765625,54254700
2750,2021-06-02,201.7066650390625,207.7866668701172,199.7133331298828,206.7100067138672,69908400
2751,2021-06-03,190.94667053222656,201.51666259765625,190.4066619873047,200.6000061035156,90335700
2752,2021-06-04,199.68333435058597,200.20333862304688,192.3999938964844,193.23666381835935,72110700
2753,2021-06-07,201.7100067138672,203.3333282470703,194.2933349609375,197.27667236328125,67631100
2754,2021-06-08,201.19667053222656,207.69667053222656,198.5,207.6699981689453,78160200
2755,2021-06-09,199.5933380126953,203.92999267578125,199.2100067138672,200.72332763671875,49753800
2756,2021-06-10,203.3733367919922,205.52999877929688,200.1666717529297,201.2933349609375,71758800
2757,2021-06-11,203.29666137695312,204.1866607666016,200.5066680908203,203.41000366210935,48615900
2758,2021-06-14,205.89666748046875,208.4966735839844,203.05999755859372,204.07666015625,61272000
2759,2021-06-15,199.7866668701172,205.5966644287109,199.41000366210935,205.56333923339844,53292300
2760,2021-06-16,201.6233367919922,202.8333282470703,197.8333282470703,199.17999267578125,66432300
2761,2021-06-17,205.5333404541016,207.1566619873047,200.44667053222656,200.6300048828125,68104200
2762,2021-06-18,207.7700042724609,209.4499969482422,203.93333435058597,204.4566650390625,73682700
2763,2021-06-21,206.94332885742188,210.4633331298828,202.9600067138672,208.16000366210935,74438100
2764,2021-06-22,207.90333557128903,209.52333068847656,205.1666717529297,206.0833282470703,57476700
2765,2021-06-23,218.85667419433597,219.0666656494141,210.01333618164065,210.6666717529297,93297600
2766,2021-06-24,226.60667419433597,232.5399932861328,222.5366668701172,224.9966735839844,137947200
2767,2021-06-25,223.9566650390625,231.2700042724609,222.8999938964844,229.8600006103516,97490100
2768,2021-06-28,229.5733337402344,231.5666656494141,223.44000244140625,223.8800048828125,64884600
2769,2021-06-29,226.9199981689453,229.1699981689453,225.29666137695312,228.21665954589844,52143900
2770,2021-06-30,226.5666656494141,230.9366607666016,226.04666137695312,226.58999633789065,56774700
2771,2021-07-01,225.97332763671875,229.3300018310547,224.26666259765625,227.97332763671875,55903500
2772,2021-07-02,226.3000030517578,233.3333282470703,224.4199981689453,226.32666015625,81163500
2773,2021-07-06,219.8600006103516,228.0,217.13333129882807,227.23666381835935,69853500
2774,2021-07-07,214.88333129882807,221.8999938964844,212.77333068847656,221.42333984375,56376000
2775,2021-07-08,217.60333251953125,218.1433258056641,206.82000732421875,209.4566650390625,68319900
2776,2021-07-09,218.98333740234372,219.6366729736328,214.89666748046875,217.72666931152344,54421500
2777,2021-07-12,228.5666656494141,229.0800018310547,220.72000122070312,220.73333740234372,77781000
2778,2021-07-13,222.8466644287109,231.0933380126953,222.1000061035156,228.77333068847656,62898300
2779,2021-07-14,217.7933349609375,226.20333862304688,217.6133270263672,223.5833282470703,64923600
2780,2021-07-15,216.86666870117188,222.04666137695312,212.6266632080078,219.4633331298828,60628800
2781,2021-07-16,214.7400054931641,218.8999938964844,214.0666656494141,218.22666931152344,49113000
2782,2021-07-19,215.4066619873047,215.73333740234372,207.0966644287109,209.9633331298828,63891300
2783,2021-07-20,220.1666717529297,220.79666137695312,213.5,217.3300018310547,46461300
2784,2021-07-21,218.42999267578125,221.6199951171875,216.76333618164065,219.8699951171875,41859900
2785,2021-07-22,216.4199981689453,220.72332763671875,214.86666870117188,218.81333923339844,45317100
2786,2021-07-23,214.4600067138672,216.26666259765625,212.43333435058597,215.45333862304688,43814700
2787,2021-07-26,219.2066650390625,222.73333740234372,215.70333862304688,216.9900054931641,76009800
2788,2021-07-27,214.9266662597656,222.1666717529297,209.0800018310547,221.13333129882807,98439900
2789,2021-07-28,215.66000366210935,218.3233337402344,213.13333129882807,215.6666717529297,48019800
2790,2021-07-29,225.7833404541016,227.89666748046875,216.26666259765625,216.5966644287109,91183800
2791,2021-07-30,229.0666656494141,232.50999450683597,223.0,223.9199981689453,88969200
2792,2021-08-02,236.55667114257807,242.31333923339844,232.8000030517578,233.3333282470703,100847400
2793,2021-08-03,236.5800018310547,240.88333129882807,233.6699981689453,239.6666717529297,64860900
2794,2021-08-04,236.97332763671875,241.63333129882807,236.30999755859372,237.0,51007800
2795,2021-08-05,238.2100067138672,240.3166656494141,237.1366729736328,238.6666717529297,38758800
2796,2021-08-06,233.0333404541016,238.77667236328125,232.5433349609375,237.3000030517578,46869000
2797,2021-08-09,237.9199981689453,239.6766662597656,235.0433349609375,236.72332763671875,44145900
2798,2021-08-10,236.663330078125,238.8633270263672,233.9600067138672,237.9966735839844,40296900
2799,2021-08-11,235.94000244140625,238.3933258056641,234.73666381835935,237.57000732421875,29401800
2800,2021-08-12,240.75,240.93333435058597,233.13333129882807,235.44667053222656,52377300
2801,2021-08-13,239.05667114257807,243.3000030517578,238.1133270263672,241.23666381835935,50194500
2802,2021-08-16,228.72332763671875,236.5,225.46665954589844,235.02333068847656,68032200
2803,2021-08-17,221.90333557128903,224.8600006103516,216.27999877929688,224.22000122070312,71163900
2804,2021-08-18,229.663330078125,231.92333984375,223.11666870117188,223.25,61048200
2805,2021-08-19,224.4900054931641,228.8500061035156,222.52999877929688,226.07000732421875,42940500
2806,2021-08-20,226.7533264160156,230.7100067138672,224.5666656494141,227.61666870117188,44525700
2807,2021-08-23,235.43333435058597,237.3766632080078,226.9166717529297,228.47999572753903,60794700
2808,2021-08-24,236.163330078125,238.4066619873047,234.2133331298828,236.8933258056641,39249300
2809,2021-08-25,237.0666656494141,238.9900054931641,234.6666717529297,235.6766662597656,37936800
2810,2021-08-26,233.72000122070312,238.46665954589844,232.5399932861328,236.10333251953125,39642900
2811,2021-08-27,237.30667114257807,238.3333282470703,234.0333404541016,235.0,41501400
2812,2021-08-30,243.6366729736328,243.6666717529297,237.57666015625,238.2400054931641,55812600
2813,2021-08-31,245.2400054931641,246.79666137695312,242.14666748046875,244.3333282470703,62566200
2814,2021-09-01,244.69667053222656,247.3300018310547,243.7566680908203,244.69332885742188,39612900
2815,2021-09-02,244.1300048828125,246.9900054931641,243.51333618164065,244.8333282470703,38331900
2816,2021-09-03,244.52333068847656,244.6666717529297,241.3999938964844,244.0833282470703,45738300
2817,2021-09-07,250.97332763671875,253.3999938964844,246.4199981689453,246.6666717529297,60119400
2818,2021-09-08,251.2899932861328,254.8166656494141,246.92333984375,253.8600006103516,56379000
2819,2021-09-09,251.6199951171875,254.0333404541016,250.5433349609375,251.1366729736328,42233100
2820,2021-09-10,245.42333984375,254.20333862304688,244.83999633789065,253.1999969482422,45552600
2821,2021-09-13,247.6666717529297,248.25999450683597,236.2833404541016,246.73666381835935,68857500
2822,2021-09-14,248.163330078125,251.4900054931641,245.46665954589844,247.52333068847656,55574700
2823,2021-09-15,251.94332885742188,252.2866668701172,246.1199951171875,248.3333282470703,46073100
2824,2021-09-16,252.3300018310547,252.97000122070312,249.20333862304688,250.94332885742188,41770200
2825,2021-09-17,253.163330078125,253.67999267578125,250.0,252.38333129882807,84612600
2826,2021-09-20,243.38999938964844,247.3333282470703,239.5399932861328,244.85333251953125,74273100
2827,2021-09-21,246.4600067138672,248.2466735839844,243.47999572753903,244.92999267578125,48992100
2828,2021-09-22,250.64666748046875,251.22332763671875,246.3733367919922,247.8433380126953,45378900
2829,2021-09-23,251.2133331298828,252.73333740234372,249.30667114257807,251.6666717529297,35842500
2830,2021-09-24,258.1300048828125,258.26666259765625,248.1866607666016,248.6300048828125,64119000
2831,2021-09-27,263.78668212890625,266.3333435058594,256.4366760253906,257.7066650390625,84212100
2832,2021-09-28,259.1866760253906,265.2133178710937,255.3933258056641,262.3999938964844,76144200
2833,2021-09-29,260.4366760253906,264.5,256.8933410644531,259.9333190917969,62828700
2834,2021-09-30,258.49334716796875,263.0433349609375,258.3333435058594,260.3333435058594,53868000
2835,2021-10-01,258.4066772460937,260.260009765625,254.52999877929688,259.4666748046875,51094200
2836,2021-10-04,260.510009765625,268.989990234375,258.7066650390625,265.5,91449900
2837,2021-10-05,260.1966552734375,265.7699890136719,258.0666809082031,261.6000061035156,55297800
2838,2021-10-06,260.9166564941406,262.2200012207031,257.739990234375,258.7333374023437,43898400
2839,2021-10-07,264.53668212890625,268.3333435058594,261.1266784667969,261.82000732421875,57587400
2840,2021-10-08,261.8299865722656,265.4599914550781,260.3033447265625,265.4033203125,50215800
2841,2021-10-11,263.9800109863281,267.0799865722656,261.8333435058594,262.54998779296875,42600900
2842,2021-10-12,268.5733337402344,270.7733459472656,265.5233459472656,266.9766540527344,66060000
2843,2021-10-13,270.3599853515625,271.8033447265625,268.59332275390625,270.1566772460937,42360300
2844,2021-10-14,272.7733459472656,273.4166564941406,271.1166687011719,271.8299865722656,36741600
2845,2021-10-15,281.010009765625,281.07000732421875,274.1166687011719,274.5799865722656,56773800
2846,2021-10-18,290.03668212890625,291.7533264160156,283.8233337402344,283.92999267578125,72621600
2847,2021-10-19,288.0899963378906,292.6499938964844,287.5033264160156,292.510009765625,52143300
2848,2021-10-20,288.6000061035156,289.8299865722656,285.7933349609375,288.45001220703125,42096300
2849,2021-10-21,298.0,300.0,285.1666564941406,285.3333435058594,94444500
2850,2021-10-22,303.2266540527344,303.3333435058594,296.9866638183594,298.5,68642400
2851,2021-10-25,341.6199951171875,348.3399963378906,314.7333374023437,316.84332275390625,188556300
2852,2021-10-26,339.4766540527344,364.9800109863281,333.8133239746094,341.5633239746094,187245000
2853,2021-10-27,345.9533386230469,356.9599914550781,343.59332275390625,346.5533447265625,115579500
2854,2021-10-28,359.0133361816406,360.3333435058594,351.3999938964844,356.10333251953125,81639600
2855,2021-10-29,371.3333435058594,371.7366638183594,357.7366638183594,360.6199951171875,89755200
2856,2021-11-01,402.86334228515625,403.25,372.88665771484375,381.6666564941406,168146100
2857,2021-11-02,390.6666564941406,402.86334228515625,382.0,386.4533386230469,128213400
2858,2021-11-03,404.6199951171875,405.1300048828125,384.2066650390625,392.4433288574219,103885500
2859,2021-11-04,409.9700012207031,414.4966735839844,405.6666564941406,411.4700012207031,76192200
2860,2021-11-05,407.36334228515625,413.2900085449219,402.6666564941406,409.3333435058594,64886400
2861,2021-11-08,387.6466674804688,399.0,377.6666564941406,383.2633361816406,100337100
2862,2021-11-09,341.1666564941406,391.5,337.17333984375,391.2000122070313,177317400
2863,2021-11-10,355.9833374023437,359.3666687011719,329.10333251953125,336.8033447265625,128408100
2864,2021-11-11,354.5033264160156,368.3233337402344,351.5599975585937,367.5899963378906,67189800
2865,2021-11-12,344.47332763671875,351.5,339.7333374023437,349.1666564941406,76719300
2866,2021-11-15,337.7966613769531,343.99334716796875,326.20001220703125,339.2099914550781,104326800
2867,2021-11-16,351.57666015625,352.3999938964844,334.0599975585937,334.4366760253906,79627200
2868,2021-11-17,363.0033264160156,373.21331787109375,351.8333435058594,354.5033264160156,94336200
2869,2021-11-18,365.4599914550781,370.6666564941406,358.3399963378906,368.8500061035156,62696700
2870,2021-11-19,379.0199890136719,379.5733337402344,364.23333740234375,366.2900085449219,64926900
2871,2021-11-22,385.6233215332031,400.6499938964844,377.4766540527344,387.4433288574219,99217500
2872,2021-11-23,369.6766662597656,393.5,354.2333374023437,389.1700134277344,108515100
2873,2021-11-24,372.0,377.5899963378906,354.0,360.1300048828125,67680600
2874,2021-11-26,360.6400146484375,369.5933227539063,360.3333435058594,366.489990234375,35042700
2875,2021-11-29,378.9966735839844,380.8900146484375,366.7300109863281,366.9966735839844,58393500
2876,2021-11-30,381.586669921875,389.3333435058594,372.6666564941406,381.4566650390625,81276000
2877,2021-12-01,365.0,390.9466552734375,363.586669921875,386.8999938964844,68450400
2878,2021-12-02,361.5333251953125,371.0,352.2166748046875,366.3533325195313,73114800
2879,2021-12-03,338.3233337402344,363.5266723632813,333.4033203125,361.5966796875,92322000
2880,2021-12-06,336.336669921875,340.5466613769531,316.8333435058594,333.836669921875,81663000
2881,2021-12-07,350.5833435058594,352.5566711425781,342.2699890136719,348.0666809082031,56084700
2882,2021-12-08,356.32000732421875,357.4599914550781,344.3333435058594,350.9033203125,41906400
2883,2021-12-09,334.6000061035156,354.163330078125,334.1199951171875,353.5466613769531,59438400
2884,2021-12-10,339.010009765625,340.32666015625,327.510009765625,336.25,59664300
2885,2021-12-13,322.1366577148437,335.0,317.1400146484375,333.6966552734375,78595500
2886,2021-12-14,319.5033264160156,322.1366577148437,310.0,315.0,70806300
2887,2021-12-15,325.3299865722656,326.25,309.4166564941406,317.7366638183594,75169200
2888,2021-12-16,308.97332763671875,331.6600036621094,307.2833251953125,331.5,82771500
2889,2021-12-17,310.8566589355469,320.2200012207031,303.0133361816406,304.92333984375,100437300
2890,2021-12-20,299.9800109863281,307.2300109863281,297.7966613769531,303.5666809082031,56480100
2891,2021-12-21,312.84332275390625,313.1666564941406,295.3733215332031,305.6233215332031,71517900
2892,2021-12-22,336.2900085449219,338.5533447265625,319.01666259765625,321.8866577148437,93634200
2893,2021-12-23,355.6666564941406,357.6600036621094,332.5199890136719,335.6000061035156,92713200
2894,2021-12-27,364.6466674804688,372.3333435058594,356.9066772460937,357.8900146484375,71145900
2895,2021-12-28,362.8233337402344,373.0,359.47332763671875,369.8299865722656,60324000
2896,2021-12-29,362.0633239746094,368.0,354.7133178710937,366.21331787109375,56154000
2897,2021-12-30,356.7799987792969,365.1833190917969,351.04998779296875,353.77667236328125,47040900
2898,2021-12-31,352.260009765625,360.6666564941406,351.5299987792969,357.8133239746094,40733700
2899,2022-01-03,399.9266662597656,400.3566589355469,378.6799926757813,382.5833435058594,103931400
2900,2022-01-04,383.1966552734375,402.6666564941406,374.3500061035156,396.51666259765625,100248300
2901,2022-01-05,362.7066650390625,390.11334228515625,360.336669921875,382.2166748046875,80119800
2902,2022-01-06,354.8999938964844,362.6666564941406,340.1666564941406,359.0,90336600
2903,2022-01-07,342.32000732421875,360.30999755859375,336.6666564941406,360.1233215332031,84164700
2904,2022-01-10,352.7066650390625,353.0333251953125,326.6666564941406,333.3333435058594,91815000
2905,2022-01-11,354.79998779296875,358.6166687011719,346.2733459472656,351.22332763671875,66063300
2906,2022-01-12,368.739990234375,371.61334228515625,357.5299987792969,359.6166687011719,83739000
2907,2022-01-13,343.85333251953125,371.8666687011719,342.17999267578125,369.6900024414063,97209900
2908,2022-01-14,349.8699951171875,350.6666564941406,337.7933349609375,339.9599914550781,72924300
2909,2022-01-18,343.5033264160156,356.92999267578125,338.6866760253906,342.2033386230469,66743400
2910,2022-01-19,331.8833312988281,351.5566711425781,331.6666564941406,347.2366638183594,75442500
2911,2022-01-20,332.0899963378906,347.2200012207031,331.3333435058594,336.57666015625,70488600
2912,2022-01-21,314.6333312988281,334.8500061035156,313.5,332.11334228515625,103416000
2913,2022-01-24,310.0,311.1700134277344,283.8233337402344,301.586669921875,151565700
2914,2022-01-25,306.1333312988281,317.086669921875,301.07000732421875,304.7333374023437,86595900
2915,2022-01-26,312.4700012207031,329.2300109863281,302.0,317.4766540527344,104867400
2916,2022-01-27,276.3666687011719,311.7966613769531,276.3333435058594,311.1199951171875,147109500
2917,2022-01-28,282.1166687011719,285.8333435058594,264.0033264160156,277.1866760253906,134789100
2918,2022-01-31,312.239990234375,312.663330078125,287.3500061035156,290.9033203125,104436000
2919,2022-02-01,310.4166564941406,314.5666809082031,301.6666564941406,311.7366638183594,73138200
2920,2022-02-02,301.8866577148437,310.5,296.4700012207031,309.3933410644531,66792900
2921,2022-02-03,297.0466613769531,312.3333435058594,293.50665283203125,294.0,78855600
2922,2022-02-04,307.7733459472656,312.1666564941406,293.72332763671875,299.0733337402344,73625400
2923,2022-02-07,302.4466552734375,315.92333984375,300.9033203125,307.92999267578125,60994500
2924,2022-02-08,307.3333435058594,308.7633361816406,298.26666259765625,301.84332275390625,50729100
2925,2022-02-09,310.6666564941406,315.42333984375,306.6666564941406,311.6666564941406,52259400
2926,2022-02-10,301.51666259765625,314.60333251953125,298.8999938964844,302.7900085449219,66126900
2927,2022-02-11,286.6666564941406,305.32000732421875,283.5666809082031,303.2099914550781,79645800
2928,2022-02-14,291.9200134277344,299.6266784667969,284.3833312988281,287.19000244140625,67756500
2929,2022-02-15,307.4766540527344,307.6666564941406,297.7933349609375,300.0,57286200
2930,2022-02-16,307.7966613769531,308.8099975585937,300.4033203125,304.6833190917969,51294300
2931,2022-02-17,292.1166687011719,306.1666564941406,291.3666687011719,304.4200134277344,55178400
2932,2022-02-18,285.6600036621094,295.6233215332031,279.2033386230469,295.3333435058594,68501700
2933,2022-02-22,273.84332275390625,285.57666015625,267.0333251953125,278.0433349609375,83288100
2934,2022-02-23,254.67999267578125,278.4333190917969,253.5200042724609,276.8099975585937,95256900
2935,2022-02-24,266.92333984375,267.49334716796875,233.3333282470703,233.4633331298828,135322200
2936,2022-02-25,269.9566650390625,273.1666564941406,260.79998779296875,269.74334716796875,76067700
2937,2022-02-28,290.1433410644531,292.28668212890625,271.57000732421875,271.6700134277344,99006900
2938,2022-03-01,288.1233215332031,296.6266784667969,284.59332275390625,289.8933410644531,74766900
2939,2022-03-02,293.2966613769531,295.49334716796875,281.42333984375,290.7099914550781,74643300
2940,2022-03-03,279.7633361816406,295.4800109863281,277.5333251953125,292.92333984375,61623600
2941,2022-03-04,279.42999267578125,285.2166748046875,275.0533447265625,283.0333251953125,66999600
2942,2022-03-07,268.1933288574219,288.7133178710937,268.19000244140625,285.4333190917969,72494100
2943,2022-03-08,274.79998779296875,283.3299865722656,260.72332763671875,265.1766662597656,80399100
2944,2022-03-09,286.3233337402344,286.85333251953125,277.336669921875,279.82666015625,59184000
2945,2022-03-10,279.4333190917969,284.8166809082031,270.1199951171875,283.8166809082031,58648500
2946,2022-03-11,265.1166687011719,281.26666259765625,264.5899963378906,280.0666809082031,67037100
2947,2022-03-14,255.4566650390625,266.8999938964844,252.01333618164065,260.2033386230469,71152200
2948,2022-03-15,267.2966613769531,268.5233459472656,252.19000244140625,258.42333984375,66841200
2949,2022-03-16,280.07666015625,280.6666564941406,267.4200134277344,269.6666564941406,84028800
2950,2022-03-17,290.5333251953125,291.6666564941406,275.239990234375,276.9966735839844,66582900
2951,2022-03-18,301.7966613769531,302.6166687011719,289.1300048828125,291.4966735839844,100414200
2952,2022-03-21,307.0533447265625,314.2833251953125,302.36334228515625,304.99334716796875,81981600
2953,2022-03-22,331.32666015625,332.6199951171875,307.25,310.0,105868500
2954,2022-03-23,333.03668212890625,346.8999938964844,325.4666748046875,326.64666748046875,120676200
